BUS_CD,COIL_NO,LOT_NO,BASIC_COIL_NO,HOTCOI_NO,MOTCOI_NO,TRK_NO,EMG_CD,AFTEMG_CD,PKG_NO,MRGCOI_NO,PVSSTS_CD,PRVPRC_CD,PNSSTS_CD,PNSPRC_CD,AFTPRC_CD,BASPRC_CD,LASWRK_DT,LASPRC_CD,RSTPNT_ODN,RSTPRC_REM,AFTPRC_REM,PLNPRC_ID,CHGPRC_CD,DUM_YN,PRVLOT_NO,PRVCOI_NO,USGCHG_YN,USGCHG_CNT,USGCHG_DT,THK_LEN,WDT_LEN,LEN_LEN,WGT_WGT,IND_CD,OUD_LEN,GRD_CD,PURCOM_ID,RAWDIV_WGT,RAWSPC_ID,RAWSTL_CD,RAWTHK_LEN,RAWWDT_LEN,RAWLEN_LEN,RAW_WGT,SPC_NO,SALBRN_CD,CUS_ID,USR_ID,ORD_CD,PRDSPC_ID,PRD_CD,PRDKND_CD,STL_CD,STLDTL_CD,ORD_NO,ORD_SEQ,ORDTHK_LEN,ORDWDT_LEN,ORD_WGT,USG_CD,DLV_YMD,PKGMTH_CD,PKGMTH_YN,WGTDCS_CLS,NAXWGT_YN,PPL_TRK,FIRCRT_YMD,RSTHMAX_VAL,RSTHMIN_VAL,RSTCMAX_VAL,RSTCMIN_VAL,DIV_CD,SKP_QTY,MRG_CLS,PRCSPL_REM,CRMPLN_ODN,CRMRST_ODN,ANNPLN_ODN,ANNRST_ODN,WRKTRM_YMD,ENT_DT,ENTCHR_NO,OUT_DT,OUTCHR_ID,BRI_DT,BRICHR_ID,BRIRSN_CD,RET_DT,RETCHR_NO,RETRSN_CD,RET_WGT,SAMPCK_YN,PRDRESE_CD,PRDRESE_YMD,PRDRESE_NO,RESEND_YMD,RESENDCHR_NO,COIEND_CD,END_YN,RESCH_COM_YN,TWLINP_YN,SAMPLEORDER_NO,WRK_CD,INP_WGT,CRT_DT,CRTCHR_NO,UPD_DT,UPDCHR_NO,COILEND_DT,SEMIPKG_YN,SEMIPKG_CD,PKG_CD,LEV2SE_YN,ZON_CD
1173DK,22H11E431121A,2022H11E43,22H11E43112,HBH015840,22H11E431121A,01,1282N,1282N,,,1243S,RC21,1243A,AN11,CR32,AN11,2022-09-04 23:00,RC21,4,SS31CR31RC21,CR32SS42PK81PR11,SS31018,,,2022H11143,22H111432141A,Y,1,2022-08-30 10:11,1.84,380,1365.9,7497,1260610,1890,1004A,0101,8020,POSA1020,10021,5.99,1156,442.9,24060,302730270695,104812,3027,3027,1046D,S20CM-R,1047P,1001CR,10021,128507,KD22080326,1,1,162,30000,S00A08,20220923,1056A04,,S0091,,,20220826,,,,,,,,"T/S 4.5 , O/D 1887",2,1,1,,20220923,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-31 13:39,황성욱,2022-09-05 15:50,김백수,,,,1055B,L,1510P
1173DK,22H11E431131A,2022H11E43,22H11E43113,HBH083450,22H11E431131A,01,1282N,1282N,,,1243S,RC21,1243A,AN11,CR32,AN11,2022-09-04 20:00,RC21,4,SS31CR31RC21,CR32SS42PK81PR11,SS31018,,,2022H11143,22H111433131A,Y,1,2022-08-30 10:11,1.84,380,1350.6,7413,1260610,1880,1004A,0101,8033,POSA1020,10021,5.99,1156,443.6,24100,302730270695,104812,3027,3027,1046D,S20CM-R,1047P,1001CR,10021,128507,KD22080326,1,1,162,30000,S00A08,20220923,1056A04,,S0091,,,20220826,,,,,,,,"외경부 틈새발생, T/S 4.5 , O/D 1883",2,1,1,,20220923,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-31 13:16,황성욱,2022-09-05 15:50,김백수,,,,1055B,L,1510P
1173DK,22H11E431141A,2022H11E43,22H11E43114,HBH015800,22H11E431141A,01,1282N,1282N,,,1243S,RC21,1243A,AN11,CR32,AN11,2022-09-05 8:20,RC21,4,SS31CR31RC21,CR32SS42PK81PR11,SS31018,,,2022H11143,22H111433151A,Y,1,2022-08-30 10:11,1.84,380,1334.9,7327,1260610,1871,1004A,0101,8030,POSA1020,10021,5.99,1156,443.4,24090,302730270695,104812,3027,3027,1046D,S20CM-R,1047P,1001CR,10021,128507,KD22080326,1,1,162,30000,S00A08,20220923,1056A04,,S0091,,,20220826,,,,,,,,"내외경 50M SLIP 및 RUST 자국 잔존, SCALE 자국 잔존, 전판면 D/S EDGE CRACK(2mm), 간헐적 점상 RUST.   T/S 4.5   O/D 1870",2,1,1,,20220923,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-31 14:03,황성욱,2022-09-05 15:50,김백수,,,,1055B,L,1510P
1173DK,22H11E431151A,2022H11E43,22H11E43115,HBH046290,22H11E431151A,01,1282N,1282N,,,1243S,RC21,1243A,AN11,CR32,AN11,2022-09-04 21:00,RC21,4,SS31CR31RC21,CR32SS42PK81PR11,SS31018,,,2022H11143,22H111433171A,Y,1,2022-08-30 10:11,1.84,380,1358.6,7457,1260610,1885,1004A,0101,8100,POSA1020,10021,5.99,1156,447.3,24300,302730270695,104812,3027,3027,1046D,S20CM-R,1047P,1001CR,10021,128507,KD22080326,1,1,162,30000,S00A08,20220923,1056A04,,S0091,,,20220826,,,,,,,,"외경부 틈새발생, T/S 4.5 , O/D 1887",2,1,1,,20220923,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-31 13:17,황성욱,2022-09-05 15:50,김백수,,,,1055B,L,1510P
1173DK,22H11E79111,2022H11E79,22H11E79111,HBH015880,22H11E79111,01,1282N,1282N,,,1243A,CR11,1243S,AN11,SP11,AN11,2022-08-26 21:16,CR11,1,CR11,SP11SS11PK31PR11,WS31149,,,2022H11079,22H110791111A1A,Y,1,2022-08-22 17:04,2,184,603.7,1744,1260508,1340,1004A,0101,2048,POSA1020,10021,5.99,1156,444.3,24140,429642960053,104812,4296,4296,1046D,S20CM-S,1047P,1001CR,10021,128507,KD22080135,1,2,130,12000,S00A08,20220831,1056A04,,S0091,,,20220815,,,,,,,,,2,1,1,,20220907,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-22 17:04,도재성,2022-08-26 21:16,신동근,,,,1055A,E,1510P
1173DK,22H11E79113,2022H11E79,22H11E79113,HBH015770,22H11E79113,01,1282N,1282N,,,1243A,CR11,1243S,AN11,SP11,AN11,2022-08-26 21:41,CR11,1,CR11,SP11SS11PK31PR11,WS31149,,,2022H11079,22H110791141A2A,Y,1,2022-08-22 17:04,2,184,594,1716,1260508,1330,1004A,0101,1995,POSA1020,10021,5.99,1156,441,23960,429642960053,104812,4296,4296,1046D,S20CM-S,1047P,1001CR,10021,128507,KD22080135,1,2,130,12000,S00A08,20220831,1056A04,,S0091,,,20220815,,,,,,,,,2,1,1,,20220907,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-22 17:04,도재성,2022-08-26 21:41,신동근,,,,1055A,E,1510P
1173DK,22H11E79115,2022H11E79,22H11E79115,HBH015790,22H11E79115,01,1282N,1282N,,,1243A,CR11,1243S,AN11,SP11,AN11,2022-08-26 22:05,CR11,1,CR11,SP11SS11PK31PR11,WS31149,,,2022H11079,22H110792131A1B,Y,1,2022-08-22 17:04,2,184,586.7,1695,1260508,1323,1004A,0101,1964,POSA1020,10021,5.99,1156,440.1,23910,429642960053,104812,4296,4296,1046D,S20CM-S,1047P,1001CR,10021,128507,KD22080135,1,2,130,12000,S00A08,20220831,1056A04,,S0091,,,20220815,,,,,,,,,2,1,1,,20220907,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-22 17:04,도재성,2022-08-26 22:05,신동근,,,,1055A,E,1510P
1173DK,22H11E79116,2022H11E79,22H11E79116,HBH015790,22H11E79116,01,1282N,1282N,,,1243S,CR11,1243A,AN11,SP11,AN11,2022-08-29 21:53,CR11,2,CR11,SP11SS11PK31PR11,WS31149,,,2022H11079,22H110793131A2A,Y,1,2022-08-22 17:04,2,184,541.7,1565,1260508,1279,1004A,0101,1810,POSA1020,10021,5.99,1156,440.1,23910,429642960053,104812,4296,4296,1046D,S20CM-S,1047P,1001CR,10021,128507,KD22080135,1,2,130,12000,S00A08,20220831,1056A04,,S0091,,,20220815,,,,,,,,,2,1,1,,20220907,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-22 17:04,도재성,2022-09-04 14:11,김백수,,,,1055A,E,1510P
1173DK,22H11E79117,2022H11E79,22H11E79117,HBH015790,22H11E79117,01,1282N,1282N,,,1243S,CR11,1243A,AN11,SP11,AN11,2022-08-29 22:15,CR11,2,CR11,SP11SS11PK31PR11,WS31149,,,2022H11079,22H110793131A2B,Y,1,2022-08-22 17:04,2,184,512,1479,1260508,1249,1004A,0101,1710,POSA1020,10021,5.99,1156,440.1,23910,429642960053,104812,4296,4296,1046D,S20CM-S,1047P,1001CR,10021,128507,KD22080135,1,2,130,12000,S00A08,20220831,1056A04,,S0091,,,20220815,,,,,,,,,2,1,1,,20220907,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-22 17:04,도재성,2022-09-04 14:11,김백수,,,,1055A,E,1510P
1173DK,22H11J791111A,2022H11J79,22H11J79111,HBH015790,22H11J79111,01,1282N,1282N,,,1243S,SS31,1243S,AN11,CR11,AN11,2022-08-27 18:00,SS31,1,SS31,CR11SS12PK31PR11,SS31188,,,2022H11079,22H110791131A2B,Y,1,2022-08-22 17:21,2.995,184,335.4,1451,1260508,1240,1004A,0101,1677,POSA1020,10021,5.99,1156,440.1,23910,400130270653,104812,4001,3027,1046D,S20CM-R,1047P,1001CR,10021,128507,KD22070150,2,1.4,171,10000,S00A08,20220831,1056A04,,S0091,,,20220815,,,,,1073E,,,"점상 RUST 및 이물질 흔적 PAD SRT,SCALE 잔존함 ",1,,1,,20220822,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-27 18:56,박재현,2022-08-27 7:22,최현길,,,,1055A,E,1510P
1173DK,22H11K79111,2022H11K79,22H11K79111,HBH045800,22H11K79111,01,1282N,1282N,,,1243A,CR11,1243S,AN11,CR12,AN11,2022-08-26 20:29,CR11,1,CR11,CR12SS11PK31PR11,PP11009,,,2022H11079,22H110792151A1B,Y,1,2022-08-22 17:25,2.2,184,558.3,1774,1260508,1350,1004A,0101,2158,POSA1020,10021,5.99,1156,440.8,23950,400110030376,104811,4001,1003,1046D,S20CM-R,1047P,1001CR,10021,128507,KD22080157,1,1.2,171.8,5000,S00A08,20220923,1056A09,,S0091,,,20220815,,,,,,,,,2,1,1,,20220918,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-22 17:25,도재성,2022-08-26 20:30,신동근,,,,1055A,E,1510P
1173DK,22H11K79112,2022H11K79,22H11K79112,HBH045800,22H11K79112,01,1282N,1282N,,,1243A,CR11,1243S,AN11,CR12,AN11,2022-08-26 20:51,CR11,1,CR11,CR12SS11PK31PR11,PP11009,,,2022H11079,22H110792151A2B,Y,1,2022-08-22 17:25,2.2,184,558.3,1774,1260508,1350,1004A,0101,2158,POSA1020,10021,5.99,1156,440.8,23950,400110030376,104811,4001,1003,1046D,S20CM-R,1047P,1001CR,10021,128507,KD22080157,1,1.2,171.8,5000,S00A08,20220923,1056A09,,S0091,,,20220815,,,,,,,,,2,1,1,,20220918,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-22 17:25,도재성,2022-08-26 20:51,신동근,,,,1055A,E,1510P
1173DK,22H11P52111,2022H11P52,22H11P52111,HBF178050,22H11P52111,01,1282N,1282N,,,1243S,CR11,1243A,AN11,CR12,AN11,2022-08-28 10:54,CR11,2,CR11,CR12SS32PK71PR11,SS31087,,,2022H11052,22H110521111A1A,Y,1,2022-08-22 17:27,2.1,186,569.8,1747,1260508,1335,1004A,0101,2082,POSA1020,10021,5,1152,536.1,24230,400110030502,104811,4001,1003,1046D,S20CM-R,1047P,1001CR,10021,128507,KD22070233,13,1.35,177.8,10000,S00A08,20220825,1056A09,,S0091,,,20220814,,,,,,,,용도변경분 소재 SLIP흔적 내ㅡ외경부 압연후 부분적 잔존.,2,1,1,,20220825,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-22 17:27,도재성,2022-09-04 14:11,김백수,,,,1055A,E,1510P
1173DK,22H11P52112,2022H11P52,22H11P52112,HBF178050,22H11P52112,01,1282N,1282N,,,1243S,CR11,1243A,AN11,CR12,AN11,2022-08-28 11:10,CR11,2,CR11,CR12SS32PK71PR11,SS31087,,,2022H11052,22H110521111A1B,Y,1,2022-08-22 17:27,2.1,186,555.1,1702,1260508,1320,1004A,0101,2028,POSA1020,10021,5,1152,536.1,24230,400110030502,104811,4001,1003,1046D,S20CM-R,1047P,1001CR,10021,128507,KD22070233,13,1.35,177.8,10000,S00A08,20220825,1056A09,,S0091,,,20220814,,,,,,,,용도변경분 소재 SLIP흔적 내ㅡ외경부 압연후 부분적 잔존.,2,1,1,,20220825,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-22 17:27,도재성,2022-09-04 14:11,김백수,,,,1055A,E,1510P
1173DK,22H12001111,2022H12001,22H12001111,CSX25240,22H12001111,01,1282N,1282N,,,1243A,PP21,1243S,AN10,CR21,AN10,2022-09-14 2:18,PP21,1,PP21,CR21AN11SP21WS31PK41PR11,PP21107,,N,,,,,,4,1272,620.9,24800,1260610,1880,1004A,0327,24800,JS-S45C,10022,4,1272,620.9,24800,310840010760,104812,3108,4001,1046D,S45CM-S,1047P,1001CR,10022,128508,KD22080001,1,2.5,1272,40000,S00A36,20220930,1056A03,,S0091,,,20220913,,,,,,,,"권취상태양호 / TOP~END 상,하 전판면 적SCALE(RUST자국 동반) 및 모래형SCALE / 부분적 찍힘 발견(촉감有/원소재결함:小)",2,,2,,20220921,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-04 8:49,최정훈,2022-09-14 2:18,백인열,,,,1055A,E,1510P
1173DK,22H12001112,2022H12001,22H12001112,CTX19920,22H12001112,01,1282N,1282N,,,1243A,PP21,1243S,AN10,CR21,AN10,2022-09-14 1:54,PP21,1,PP21,CR21AN11SP21WS31PK41PR11,PP21107,,N,,,,,,4,1272,618.4,24700,1260610,1877,1004A,0327,24700,JS-S45C,10022,4,1272,618.4,24700,310840010760,104812,3108,4001,1046D,S45CM-S,1047P,1001CR,10022,128508,KD22080001,1,2.5,1272,40000,S00A36,20220930,1056A03,,S0091,,,20220913,,,,,,,,"권취상태양호 / TOP~END 상,하 전판면 적SCALE(RUST자국 동반) 및 모래형SCALE / 부분적 찍힘 발견(촉감有/원소재결함:小)",2,,2,,20220921,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-04 8:49,최정훈,2022-09-14 1:54,백인열,,,,1055A,E,1510P
1173DK,22H12008111,2022H12008,22H12008111,CTW73950,22H12008111,01,1282N,1282N,,,1243S,RC11,1243A,AN11,SP21,AN11,2022-09-02 4:10,RC11,5,PP21AN10CR21RC11,SP21WS31PK41PR11,PP21107,,N,,,,,,3.01,1206,864.3,24630,1260610,1919,1004A,0327,24630,JS-S55C,10022,4.5,1206,578.1,24630,310840010728,104812,3108,4001,1046D,S55CM-S,1047P,1001CR,10022,128508,KD22080001,5,3,1206,40000,S00A07,20220930,1056A01,,S0091,,,20220826,,,,,,,,"(소리無)권취양호 t/s 1.4kg. 중권부,end부 판면양호",2,1,2,1,20220930,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-04 8:54,최정훈,2022-09-03 13:07,김백수,,,,1055A,E,1510P
1173DK,22H12008112,2022H12008,22H12008112,CTW73940,22H12008112,01,1282N,1282N,,,1243S,RC11,1243A,AN11,SP21,AN11,2022-09-02 4:50,RC11,5,PP21AN10CR21RC11,SP21WS31PK41PR11,PP21107,,N,,,,,,3.01,1206,866.4,24690,1260610,1922,1004A,0327,24690,JS-S55C,10022,4.5,1206,579.6,24690,310840010728,104812,3108,4001,1046D,S55CM-S,1047P,1001CR,10022,128508,KD22080001,5,3,1206,40000,S00A07,20220930,1056A01,,S0091,,,20220826,,,,,,,,"(소리無)권취양호 t/s 1.4kg. 중권부,end부 판면양호",2,1,2,1,20220930,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-04 8:54,최정훈,2022-09-05 0:47,김백수,,,,1055A,E,1510P
1173DK,22H12025111,2022H12025,22H12025111,HBE112430B,22H12025111,01,1282Y,1282Y,,,1243S,RC12,1243A,AN12,WS31,AN12,2022-09-04 2:30,RC12,9,PP21PP22AN10CR21RC11AN11CR22RC12,WS31SP91SS41PK81PR11,PP25094,,N,,,,,,1.005,1200,2436.9,23070,1260610,1868,1004A,0101,23070,POS1073MA,10022,2,1200,1224.5,23070,557155710300,1048A1,5571,5571,1046E,CK75M2,1047P,1001CR,10022,128502,KE22080015,5,1,72,7000,S00A55,20220912,1056B16,,S0091,,,20220822,,,,,,0,,"(소리無)권취양호 t/s 1.4kg. 중권부,end부 판면양호. pad 2ea 작업.",3,2,3,2,20220912,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-16 14:59,성환문,2022-09-05 4:55,김백수,,,,1055B,E,1510P
1173DK,22H12026111,2022H12026,22H12026111,HBE070910A,22H12026111,01,1282Y,1282Y,,,1243A,RC12,1243S,AN11,WS31,AN11,2022-09-05 11:30,RC12,7,PP21PP22CR21RC11AN10CR22RC12,WS31SP91SS41PK81PR11,PP25095,,N,,,,,,1.21,1182,1966.9,22083,1260610,1844,1004A,0101,22890,POSA1074,10022,2,1182,1233.5,22890,557155710043,1048A1,5571,5571,1046E,CK75M3,1047P,1001CR,10022,128502,KE22080016,1,1.2,46,4000,S00F99,20220905,1056B16,,S0091,,,20220821,,,,,,,,"(소리無)권취양호 t/s 1.4kg. 중권부,end부 판면양호.pad 2ea 사용 ",3,2,2,1,20220905,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-16 15:04,성환문,2022-09-05 10:56,도익영,,,,1055B,E,1510P
1173DK,22H120271111A,2022H12027,22H12027111,HBE071390,22H120271111A,0101,1282N,1282N,,,1243S,RS11,1243A,AN11,CR12,AN11,2022-09-01 22:30,RS11,7,PP21PP22WS31AN10CR11RS11,CR12AN12SP91SS41PK81PR11,PP24106,WS21,N,,,,,,1.5,296,735.9,2565,1260508,1290,1004A,0101,2818,POSA1074,10022,2,1182,1222.7,22690,557155710135,1048A1,5571,5571,1046E,CK75M3,1047P,1001CR,10022,128502,KE22050071,19,1,96,63000,S00A55,20220808,1056B16,,S0091,,,20220821,170,170,,,,,,,3,1,3,1,20220731,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-22 22:31,조성훈,2022-09-02 16:10,이승용,,,,1055B,E,1510P
1173DK,22H120271111B,2022H12027,22H12027111,HBE071390,22H120271111B,0105,1282N,1282N,,,1243S,RS11,1243A,AN11,CR12,AN11,2022-09-01 22:00,RS11,7,PP21PP22WS31AN10CR11RS11,CR12AN12SP91SS41PK81PR11,PP24106,WS21,N,,,,,,1.5,296,791,2757,1260508,1330,1004A,0101,2893,POSA1074,10022,2,1182,1222.7,22690,557155710135,1048A1,5571,5571,1046E,CK75M3,1047P,1001CR,10022,128502,KE22050071,19,1,96,63000,S00A55,20220808,1056B16,,S0091,,,20220821,170,170,,,,,,,3,1,3,1,20220731,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-22 22:31,조성훈,2022-09-02 16:10,이승용,,,,1055B,E,1510P
1173DK,22H120272111A,2022H12027,22H12027211,HBE071390,22H120272111A,0102,1282N,1282N,,,1243A,RS22,1243S,AN12,SP91,AN12,2022-09-05 23:50,RS22,9,PP21PP22WS31AN10CR11RS11AN11CR12RS22,SP91SS41PK81PR11,PP24106,RS12,N,,,,,,1.01,392,1073.4,3336,1260508,1280,1004A,0101,3732,POSA1074,10022,2,1182,1222.7,22690,557155710135,1048A1,5571,5571,1046E,CK75M3,1047P,1001CR,10022,128502,KE22050071,19,1,96,63000,S00A55,20220808,1056B16,,S0091,,,20220821,170,170,,,,,,"TOP부 (Ra 0.132, Rz 1.008, Rt 1.271)END부 (Ra 0.145, Rz 1.075, Rt 1.305)",3,2,3,2,20220906,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-22 22:31,조성훈,2022-09-06 3:17,변현수,,,,1055B,E,1510P
1173DK,22H120272111B,2022H12027,22H12027211,HBE071390,22H120272111B,0106,1282N,1282N,,,1243S,RS11,1243A,AN11,CR12,AN11,2022-09-01 20:55,RS11,7,PP21PP22WS31AN10CR11RS11,CR12AN12SP91SS41PK81PR11,PP24106,WS21,N,,,,,,1.5,392,777.1,3587,1260508,1320,1004A,0101,3831,POSA1074,10022,2,1182,1222.7,22690,557155710135,1048A1,5571,5571,1046E,CK75M3,1047P,1001CR,10022,128502,KE22050071,19,1,96,63000,S00A55,20220808,1056B16,,S0091,,,20220821,170,170,,,,,,,3,1,3,1,20220829,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-22 22:31,조성훈,2022-09-02 16:10,이승용,,,,1055B,E,1510P
1173DK,22H120273111A,2022H12027,22H12027311,HBE071390,22H120273111A,0103,1282N,1282N,,,1243A,RS11,1243S,AN11,CR12,AN11,2022-09-01 15:00,RS11,6,PP21PP22WS31AN10CR11RS11,CR12AN12SP11SS41PK81PR11,PP24294,WS21,N,,,,,,1.5,288,763.2,2588,1260508,1310,1004A,0101,2743,POSA1074,10022,2,1182,1222.7,22690,557155710316,1048A1,5571,5571,1046E,CK75M3,1047P,1001CR,10022,128502,KE22080016,2,1,40,2000,S00A55,20220905,1056B16,,S0091,,,20220821,170,170,,,,,,,3,1,3,1,20220926,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-22 22:31,조성훈,2022-09-01 14:35,문희명,,,,1055B,E,1510P
1173DK,22H120273111B,2022H12027,22H12027311,HBE071390,22H120273111B,0107,1282N,1282N,,,1243A,RS11,1243S,AN11,CR12,AN11,2022-09-01 14:25,RS11,6,PP21PP22WS31AN10CR11RS11,CR12AN12SP11SS41PK81PR11,PP24294,WS21,N,,,,,,1.5,288,790.9,2682,1260508,1330,1004A,0101,2815,POSA1074,10022,2,1182,1222.7,22690,557155710316,1048A1,5571,5571,1046E,CK75M3,1047P,1001CR,10022,128502,KE22080016,2,1,40,2000,S00A55,20220905,1056B16,,S0091,,,20220821,170,170,,,,,,,3,1,3,1,20220926,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-22 22:31,조성훈,2022-09-01 14:32,문희명,,,,1055B,E,1510P
1173DK,22H120274111A,2022H12027,22H12027411,HBE071390,22H120274111A,0104,1282N,1282N,,,1243A,RS11,1243S,AN11,CR12,AN11,2022-09-02 7:35,RS11,6,PP21PP22WS31AN10CR11RS11,CR12AN12SP91SS41PK81PR11,PP24106,WS21,N,,,,,,1.5,200,735.9,1733,1260508,1290,1004A,0101,1904,POSA1074,10022,2,1182,1222.7,22690,557155710135,1048A1,5571,5571,1046E,CK75M3,1047P,1001CR,10022,128502,KE22050071,19,1,96,63000,S00A55,20220808,1056B16,,S0091,,,20220821,170,170,,,,,,,3,1,3,1,20220829,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-22 22:31,조성훈,2022-09-02 7:52,문희명,,,,1055B,E,1510P
1173DK,22H120274111B,2022H12027,22H12027411,HBE071390,22H120274111B,0108,1282N,1282N,,,1243S,RS11,1243A,AN11,CR12,AN11,2022-09-01 23:00,RS11,7,PP21PP22WS31AN10CR11RS11,CR12AN12SP91SS41PK81PR11,PP24106,WS21,N,,,,,,1.5,200,770.3,1814,1260508,1315,1004A,0101,1954,POSA1074,10022,2,1182,1222.7,22690,557155710135,1048A1,5571,5571,1046E,CK75M3,1047P,1001CR,10022,128502,KE22050071,19,1,96,63000,S00A55,20220808,1056B16,,S0091,,,20220821,170,170,,,,,,,3,1,3,1,20220829,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-22 22:31,조성훈,2022-09-02 16:10,이승용,,,,1055B,E,1510P
1173DK,22H120342111A,2022H12034,22H12034211,HBF137390,22H120342111A,0102,1282N,1282N,,,1243S,RC21,1243A,AN13,SP91,AN13,2022-09-03 18:30,RC21,8,AN10PP21AN11WS41AN12CR31RC21,SP91SS31PK71PR11,AN10172,,N,,,,,,6.62,494,435.8,11189,1260610,2011,1004A,0110,11331,DN-51CRV4,10022,7,1110,412.2,25140,425042500054,104812,4250,4250,1046D,51CRV4M-S,1047P,1001CR,10022,128504,KD22070357,13,6.55,320,6000,S00F99,20220831,1056A04,,S0091,,,20220813,,,,,,,,"O/D 760 SLIP / DENT, 외경부 틈새발생, T/S 2.5 , O/D 2001",2,1,4,3,20220831,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-26 4:31,정우철,2022-09-03 23:53,AUTO,,,,1055B,L,1510P
1173DK,22H12036111,2022H12036,22H12036111,HBW124400,22H12036111,01,1282N,1282N,,,1243A,PP21,1243S,AN10,WS41,AN10,2022-09-14 0:34,PP21,1,PP21,WS41CR31SS41PK81PR11,PP23273,,N,,,,,,1.81,1030,1225.8,17940,1260610,1788,1004A,0101,17940,SAE1035-M,10022,1.81,1030,1225.8,17940,627557140097,1048A2,6275,5714,1046E,S35CM-R,1047P,1001CR,10022,128508,KE22060100,2,0.8,332.3,30000,S00A12,20220802,1056B07,,S0091,,,20220913,,,,,,,,"권취상태양호 / TOP~END 상,하 전판면 적SCALE(TOP~50M 상하부 CENTER 찍힘 발견) 및 모래형SCALE/ 부분적 찍힘 발견(촉감有/원소재결함:小)",1,,1,,20220802,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-04 14:27,성환문,2022-09-14 0:35,백인열,,,,1055A,E,1510P
1173DK,22H120391111A,2022H12039,22H12039111,HBF137220,22H120391111A,0101,1282N,1282N,,,1243S,RC21,1243A,AN13,SP91,AN13,2022-09-03 17:20,RC21,8,AN10PP21AN11WS41AN12CR31RC21,SP91SS31PK71MV11YDA1MSA1PKH2PR11,AN11102,,N,,,,,,5.66,562,460.2,11491,1260610,1920,1004A,0110,11590,DN-51CRV4,10022,7,1184,372.1,24210,425042500058,104812,4250,4250,1046D,51CRV4M-S,1047P,1001CR,10022,128504,KD22070357,10,5.6,550,10000,S00F99,20220831,1056A04,,S0091,,,20220813,,,,,,,,"O/D 714 SLIP, 외경부 틈새발생, T/S 3.5 , O/D 1919",2,1,4,3,20220831,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-26 5:51,정우철,2022-09-03 23:53,AUTO,,,,1055A,L,1510P
1173DK,22H120392111A,2022H12039,22H12039211,HBF137220,22H120392111A,0102,1282N,1282N,,,1243S,RC21,1243A,AN13,SP91,AN13,2022-09-03 13:50,RC21,8,AN10PP21AN11WS41AN12CR31RC21,SP91SS31PK71PR11,AN10172,,N,,,,,,6.07,612,429.1,12513,1260610,1920,1004A,0110,12620,DN-51CRV4,10022,7,1184,372.1,24210,425042500052,104812,4250,4250,1046D,51CRV4M-S,1047P,1001CR,10022,128504,KD22080021,1,6,120,10000,S00F99,20220930,1056A04,,S0091,,,20220813,,,,,,,,"내외경 30M SLIP 및 찍힘 극심, SCALE 자국 잔존.   T/S 3.5   O/D 1920",2,1,4,3,20220930,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-26 5:51,정우철,2022-09-03 23:53,AUTO,,,,1055A,L,1510P
