,COIL_NO,PRDSPC_ID,PNSPRC_CD,cycle,WDT_LEN,WGT_WGT,IND_CD,OUD_LEN,STL_CD,EMG_CD,고객사
274,22H12137111,16MNCR5M2,AN11,700,1221.0,25.1,610,1925,10022,1282N,NaN
275,22H12137112,16MNCR5M2,AN11,700,1221.0,25.09,610,1925,10022,1282N,NaN
276,22H12138111,16MNCR5M2,AN11,700,1117.0,23.21,610,1934,10022,1282N,NaN
277,22H12138112,16MNCR5M2,AN11,700,1117.0,23.1,610,1930,10022,1282N,NaN
278,22H12138113,16MNCR5M2,AN11,700,1117.0,23.24,610,1936,10022,1282N,NaN
279,22H121391111A,16MNCR5M-S,AN11,700,524.0,10.869,610,1933,10022,1282N,NaN
280,22H121392111A,16MNCR5M-S,AN11,700,587.0,12.176,610,1933,10022,1282N,NaN
281,22H121401111A,16MNCR5M-S,AN11,700,580.0,12.123,610,1940,10022,1282N,NaN
282,22H121402111A,16MNCR5M-S,AN11,700,580.0,12.123,610,1940,10022,1282N,NaN
283,22H12141111,16MNCR5M2,AN11,700,1075.0,19.19,610,1808,10022,1282N,NaN
284,22H12141112,16MNCR5M2,AN11,700,1075.0,19.19,610,1808,10022,1282N,NaN
285,22H12143111,CK75M2,AN12,700,1200.0,22.99,610,1865,10022,1282Y,NaN
286,22H12145111,CK75M3,AN11,700,1182.0,22.68,610,1867,10022,1282N,NaN
287,22H12145112,CK75M3,AN11,700,1182.0,22.94,610,1876,10022,1282N,NaN
288,22H12145113,CK75M3,AN11,700,1182.0,22.2,610,1849,10022,1282N,NaN
289,22H12145114,CK75M3,AN11,700,1182.0,22.44,610,1858,10022,1282N,NaN
290,22H12151111,S45CM-S,AN11,700,1253.0,24.87,610,1895,10022,1282N,NaN
291,22H12151112,S45CM-S,AN11,700,1253.0,24.55,610,1884,10022,1282N,NaN
292,22H121541111A,S45CM-S,AN11,700,321.0,4.987,508,1667,10022,1282N,NaN
293,22H12157111,16MNCR5M-S,AN10,725,1164.0,21.0,610,1816,10022,1282N,NaN
294,22H12157112,16MNCR5M-S,AN10,725,1164.0,18.28,610,1708,10022,1282N,NaN
295,22H12173111,CK75M2,AN11,700,1200.0,21.79,610,1821,10022,1282N,NaN
296,22H12173112,CK75M2,AN11,700,1200.0,23.25,610,1875,10022,1282N,NaN
297,22H12173113,CK75M2,AN11,700,1200.0,23.27,610,1875,10022,1282N,NaN
298,22H121761111A,CK75M3,AN11,700,238.0,2.044,508,1285,10022,1282N,NaN
299,22H121761111B,CK75M3,AN11,700,238.0,2.215,508,1329,10022,1282N,NaN
300,22H121762111A,CK75M3,AN11,700,284.0,2.461,508,1290,10022,1282N,NaN
301,22H121762111B,CK75M3,AN11,700,284.0,2.461,508,1290,10022,1282N,NaN
302,22H121763111A,CK75M3,AN11,700,426.0,3.625,508,1280,10022,1282N,NaN
303,22H121763111B,CK75M3,AN11,700,426.0,3.659,508,1285,10022,1282N,NaN
304,22H121764111A,C75S-HT,AN11,700,230.0,1.993,508,1290,10022,1282N,NaN
305,22H121764111B,C75S-HT,AN11,700,230.0,2.012,508,1295,10022,1282N,NaN
306,22H12187111,51CRV4M-S,AN11,700*Max,1160.0,21.37,610,1833,10022,1282N,NHK / NHK SPRING PREC / NHK SPRING(THA~)
307,22H12187112,51CRV4M-S,AN10,725*Max,1160.0,22.09,610,1860,10022,1282N,NHK / NHK SPRING PREC / NHK SPRING(THA~)
308,22H12194111,CK75M2,AN10,725,1200.0,23.14,610,1871,10022,1282N,NaN
309,22H12194112,CK75M2,AN10,725,1200.0,23.19,610,1873,10022,1282N,NaN
310,22H121951111A,CK75M3,AN10,725,309.0,3.411,508,1431,10022,1282N,NaN
311,22H121952111A,CK75M3,AN10,725,444.0,4.902,508,1431,10022,1282N,NaN
312,22H121953111A,CK75M3,AN10,725,357.0,3.941,508,1431,10022,1282N,NaN
313,22H12196111,CK75M3,AN10,725,1114.0,21.76,610,1881,10022,1282N,NaN
314,22H12197111,CK75M3,AN10,725,1182.0,22.44,610,1858,10022,1282N,NaN
315,22H12197112,CK75M3,AN10,725,1182.0,22.17,610,1848,10022,1282N,NaN
316,22H12198111,CK75M3,AN10,725,1182.0,22.48,610,1859,10022,1282N,NaN
317,22H12198112,CK75M3,AN10,725,1182.0,22.52,610,1861,10022,1282N,NaN
318,22H12206111,50CRV4M-R,AN11,700,1244.0,24.32,610,1882,10022,1282Y,NaN
319,22H122071111A,SNCM220M-S,AN11,700,382.0,5.613,508,1625,10022,1282Y,NaN
320,22H122072111A,SNCM220M-S,AN11,700,354.0,5.202,508,1625,10022,1282Y,NaN
321,22H122073111A,SNCM220M-S,AN11,700,364.0,5.349,508,1625,10022,1282Y,NaN
322,22H12214111,51CRV4M-S,AN10,725*Max,1162.0,15.9,610,1610,10022,1282N,NHK / NHK SPRING PREC / NHK SPRING(THA~)
323,22H12214112,51CRV4M-S,AN10,725*Max,1162.0,15.31,610,1584,10022,1282N,NHK / NHK SPRING PREC / NHK SPRING(THA~)
324,22H12215111,51CRV4M-S,AN10,725*Max,1258.0,20.99,610,1754,10022,1282N,NHK / NHK SPRING PREC / NHK SPRING(THA~)
325,22H12216111,51CRV4M-S,AN10,725*Max,1074.0,15.07,610,1627,10022,1282N,NHK / NHK SPRING PREC / NHK SPRING(THA~)
326,22H12216112,51CRV4M-S,AN10,725*Max,1074.0,15.22,610,1634,10022,1282N,NHK / NHK SPRING PREC / NHK SPRING(THA~)
327,22H122251111A,S45CM-S,AN10,725,547.0,11.269,610,1927,10022,1282S,NaN
328,22H122251121A,S45CM-S,AN10,725,547.0,10.081,610,1833,10022,1282S,NaN
329,22H122252111A,S45CM-S,AN10,725,547.0,11.269,610,1927,10022,1282S,NaN
330,22H122252121A,S45CM-S,AN10,725,547.0,10.081,610,1833,10022,1282S,NaN
331,22H12A17111,50CRV4M-R,AN11,700,1100.0,22.1,610,1905,10022,1282S,NaN
332,22H12A291111A,50CRV4M-R,AN11,700,254.0,2.367,508,1330,10022,1282Y,NaN
333,22H12A291111B,50CRV4M-R,AN11,700,254.0,2.367,508,1330,10022,1282Y,NaN
334,22H12A292111A,50CRV4M-R,AN11,700,254.0,2.367,508,1330,10022,1282Y,NaN
335,22H12A292111B,50CRV4M-R,AN11,700,254.0,2.367,508,1330,10022,1282Y,NaN
336,22H12A293111A,50CRV4M-R,AN11,700,258.0,2.404,508,1330,10022,1282Y,NaN
337,22H12A293111B,50CRV4M-R,AN11,700,258.0,2.404,508,1330,10022,1282Y,NaN
338,22H12A294111A,50CRV4M-R,AN11,700,254.0,2.367,508,1330,10022,1282Y,NaN
339,22H12A294111B,50CRV4M-R,AN11,700,254.0,2.367,508,1330,10022,1282Y,NaN
340,22H12A295111A,50CRV4M-R,AN11,700,254.0,2.367,508,1330,10022,1282Y,NaN
341,22H12A295111B,50CRV4M-R,AN11,700,254.0,2.367,508,1330,10022,1282Y,NaN
342,22H12A583111A,SAE1055M-R,AN11,700,362.0,5.451,508,1643,10022,1282N,NaN
343,22H12A72111,50CRV4M-R,AN11,700,1244.0,20.33,610,1739,10022,1282S,NaN
344,22H12B59111,SAE1055M-R,AN11,700,368.0,5.41,508,1625,10022,1282N,NaN
345,22H12B59112,SAE1055M-R,AN11,700,368.0,5.37,508,1620,10022,1282N,NaN
346,22H12C59111,SAE1055M-R,AN11,700,317.0,4.645,508,1623,10022,1282N,NaN
347,22H12C59112,SAE1055M-R,AN11,700,317.0,4.62,508,1619,10022,1282N,NaN
348,22H130011111B,SK85M-S,AN12,735,300.0,3.065,508,1384,10023,1282S,NaN
349,22H130014111A,SK5M-S,AN12,725,206.0,2.144,508,1395,10023,1282N,(주)화진금속
350,22H130014111B,SK5M-S,AN12,725,206.0,2.104,508,1384,10023,1282N,(주)화진금속
351,22H13007112,SK85,AN10,750*Max,1160.0,21.38,610,1833,10023,1282N,HANWA CO / .LTD
352,22H13007113,SK85,AN10,750*Max,1160.0,21.32,610,1831,10023,1282N,HANWA CO / .LTD
353,22H13007114,SK85,AN10,750*Max,1160.0,20.9,610,1815,10023,1282N,HANWA CO / .LTD
354,22H13009111,SK85M,AN11,735,1224.0,24.97,610,1919,10023,1282N,NaN
355,22H13010111,SK85M,AN11,735,1224.0,25.09,610,1923,10023,1282N,NaN
356,22H130252111A,SK5M-R,AN10,750,622.0,11.916,610,1865,10023,1282N,일진엔티에스(주)
357,22H13026111,SK5M-S,AN10,725(표준),1219.0,23.52,610,1871,10023,1282N,(주)화진금속
358,22H13031111,SK5M-S,AN11,725,1219.0,24.85,610,1918,10023,1282N,(주)화진금속
359,22H13032111,SK5M-R,AN11,700(표준),1160.0,24.18,610,1937,10023,1282N,일진엔티에스(주)
360,22H13041111,SK5M-S,AN10,725(표준),1219.0,24.34,610,1900,10023,1282N,(주)화진금속
361,22H22027111,SCM430M-S,AN11,700,1170.0,24.18,610,1930,10022,1282Y,NaN
362,22H22040111,51CRV4M-S,AN11,700*Max,1065.0,21.89,610,1925,10022,1282Y,NHK / NHK SPRING PREC / NHK SPRING(THA~)
363,22H22041111,51CRV4M-S,AN11,700*Max,1065.0,22.22,610,1938,10022,1282N,NHK / NHK SPRING PREC / NHK SPRING(THA~)
364,22H22042111,51CRV4M-S,AN11,700*Max,1255.0,25.14,610,1903,10022,1282N,NHK / NHK SPRING PREC / NHK SPRING(THA~)
365,22H22043111,51CRV4M-S,AN11,700*Max,1255.0,25.22,610,1906,10022,1282Y,NHK / NHK SPRING PREC / NHK SPRING(THA~)
366,22H22043112,51CRV4M-S,AN11,700*Max,1255.0,25.27,610,1907,10022,1282N,NHK / NHK SPRING PREC / NHK SPRING(THA~)
367,22H22044111,51CRV4M-S,AN11,700*Max,1255.0,25.16,610,1904,10022,1282Y,NHK / NHK SPRING PREC / NHK SPRING(THA~)
368,22J11015111,S20CM-S,AN11,620,1231.0,22.97,610,1843,10021,1282N,NaN
369,22J11027111,SAE1010M-R,AN11,620,1000.0,18.31,610,1828,10021,1282N,NaN
370,22J11033111,S20CM-S,AN11,620,990.0,20.29,610,1923,10021,1282N,NaN
371,22J12011111,50CRV4M-R,AN11,700,1100.0,22.93,610,1937,10022,1282N,NaN
372,22J12011112,50CRV4M-R,AN11,700,1100.0,22.62,610,1925,10022,1282Y,NaN
373,22J12012111,50CRV4M-R,AN11,700,1170.0,17.6,610,1677,10022,1282Y,NaN
374,22J12018111,SAE1055M-R,AN10,725,1016.0,15.33,610,1679,10022,1282N,NaN
375,22J120191111A,SAE1055M-R,AN10,725,272.0,4.085,508,1641,10022,1282N,NaN
376,22J120191121A,SAE1055M-R,AN10,725,272.0,4.107,508,1645,10022,1282N,NaN
377,22J120192111A,SAE1055M-R,AN10,725,393.0,5.902,508,1641,10022,1282N,NaN
378,22J120192121A,SAE1055M-R,AN10,725,393.0,5.934,508,1645,10022,1282N,NaN
379,22J120193111A,SAE1055M-R,AN10,725,338.0,5.076,508,1641,10022,1282N,NaN
380,22J120193121A,SAE1055M-R,AN10,725,338.0,5.103,508,1645,10022,1282N,NaN
381,22J120201111A,SAE1055M-R,AN10,725,323.0,4.587,508,1600,10022,1282N,NaN
382,22J120202111A,SAE1055M-R,AN10,725,354.0,5.027,508,1600,10022,1282N,NaN
383,22J120203111A,SAE1055M-R,AN10,725,323.0,4.587,508,1600,10022,1282N,NaN
384,22J120211111A,SAE1055M-R,AN10,725,317.0,4.786,508,1645,10022,1282N,NaN
385,22J120212111A,SAE1055M-R,AN10,725,368.0,5.556,508,1645,10022,1282N,NaN
386,22J120213111A,SAE1055M-R,AN10,725,317.0,4.786,508,1645,10022,1282N,NaN
